ANALS_TRGET_YEAR,ANALS_TRGET_MT,ONE_AREA_NM,TWO_AREA_NM,SETLER_BASE_MNURI_SETLE_FQ_CO,MRHST_BASE_MNURI_SETLE_FQ_CO,ALL_LON_FQ_CO,AGE_SEVEN_BELOW_LON_FQ_CO,AGE_THIRTEEN_BELOW_LON_FQ_CO,AGE_NINETEEN_BELOW_LON_FQ_CO,N20S_LON_FQ_CO,N30S_LON_FQ_CO,N40S_LON_FQ_CO,N50S_LON_FQ_CO,N60S_LON_FQ_CO,N70S_ABOVE_LON_FQ_CO
2019,12,인천광역시,서구,4163,2612,50587,5553,7956,2505,3222,10999,14783,3248,1309,418
2019,02,인천광역시,연수구,1557,1312,19519,482,2365,1331,1971,2865,5087,2901,1269,359
2019,03,인천광역시,연수구,2656,2588,21809,563,2682,1045,2224,3637,5838,3269,1437,479
2019,04,인천광역시,연수구,1790,1509,21014,992,2536,693,2774,3408,5515,3256,1255,453
2019,05,인천광역시,연수구,1791,1694,13204,406,1483,722,1350,1924,3333,2179,901,215
2019,06,인천광역시,연수구,1482,1592,8581,463,961,211,942,1551,2369,1393,532,97
2019,07,인천광역시,연수구,1367,1440,21151,607,2624,1764,2461,3035,5588,2961,1275,388
2019,08,인천광역시,연수구,1375,1555,23824,651,2951,2003,2384,3369,6591,3308,1349,438
2019,09,인천광역시,연수구,1062,1060,19258,681,2147,759,1785,3189,5568,2842,1206,428
2019,10,인천광역시,연수구,898,946,14907,654,1526,667,1403,2294,4263,2180,984,258
2019,11,인천광역시,연수구,1120,1198,16965,720,1723,715,1490,2960,4727,2694,1186,355
2019,12,인천광역시,연수구,2791,2666,17912,664,1761,1067,1775,3044,4945,2866,1392,295
2019,02,인천광역시,중구,550,945,14749,752,2738,840,817,2411,4796,1189,604,270
2019,03,인천광역시,중구,961,1592,16076,1378,2442,690,816,3131,5284,1280,572,327
2019,04,인천광역시,중구,715,1228,15199,1003,1743,369,801,2891,4579,1039,487,265
2019,05,인천광역시,중구,680,1218,13427,712,1626,561,775,2665,4350,1193,488,335
2019,06,인천광역시,중구,655,987,13130,974,2031,510,800,2319,4301,1161,480,281
2019,07,인천광역시,중구,551,822,15752,1171,2546,1085,892,2529,5093,1413,434,356
2019,08,인천광역시,중구,552,881,18873,1147,2777,948,911,3071,5634,1245,542,285
2019,09,인천광역시,중구,448,661,11670,796,1821,399,596,2425,3991,975,459,182
2019,10,인천광역시,중구,507,963,11938,813,1394,378,708,2153,3489,913,423,180
2019,11,인천광역시,중구,641,1185,11126,820,1319,478,783,2277,3193,1015,413,190
2019,12,인천광역시,중구,1431,2728,13629,897,1447,545,686,2012,3660,953,473,217
2019,02,전라남도,강진군,357,330,2752,68,211,236,270,319,581,455,390,205
2019,03,전라남도,강진군,735,635,2694,78,210,125,342,299,734,411,320,145
2019,04,전라남도,강진군,448,442,2943,111,223,91,386,412,711,513,266,190
2019,05,전라남도,강진군,374,335,2768,98,197,138,390,339,632,323,414,194
2019,06,전라남도,강진군,292,276,2490,104,115,86,348,393,580,412,281,146
2019,07,전라남도,강진군,249,217,3505,124,286,225,442,452,787,595,346,203
2019,08,전라남도,강진군,303,266,3407,150,283,240,399,401,857,529,298,229
2019,09,전라남도,강진군,246,232,3065,143,151,142,380,383,732,581,303,156
2019,10,전라남도,강진군,265,257,4164,214,323,227,542,619,883,679,390,226
2019,11,전라남도,강진군,331,304,4488,217,352,281,483,692,1154,537,525,153
2019,12,전라남도,강진군,350,313,4496,184,302,287,635,645,1192,597,464,105
2019,02,전라남도,고흥군,116,45,2480,192,342,106,157,505,506,272,166,31
2019,03,전라남도,고흥군,344,123,2907,293,298,155,170,622,547,256,183,20
2019,04,전라남도,고흥군,598,86,3615,380,357,95,160,611,753,401,246,30
2019,05,전라남도,고흥군,209,68,3058,294,302,95,146,449,643,284,175,19
2019,06,전라남도,고흥군,162,43,2901,337,293,78,177,534,585,230,157,30
2019,07,전라남도,고흥군,147,58,3858,468,498,114,173,658,817,377,180,42
2019,08,전라남도,고흥군,121,38,3677,381,573,130,124,691,827,281,132,44
2019,09,전라남도,고흥군,84,36,3474,248,403,141,114,674,684,336,170,31
2019,10,전라남도,고흥군,98,32,3448,254,452,153,142,663,653,221,165,23
2019,11,전라남도,고흥군,97,45,3236,193,323,103,137,642,659,278,149,11
2019,12,전라남도,고흥군,240,121,3067,267,436,83,123,596,625,267,138,5
2019,02,전라남도,곡성군,207,212,2738,58,479,250,141,384,803,233,193,135
2019,03,전라남도,곡성군,531,531,2147,74,402,169,83,329,643,213,96,70
2019,04,전라남도,곡성군,432,580,2044,86,260,112,106,328,649,208,121,89
2019,05,전라남도,곡성군,422,588,2236,98,259,154,89,467,745,140,130,57
2019,06,전라남도,곡성군,270,283,2627,140,414,180,106,500,775,191,106,46
2019,07,전라남도,곡성군,265,264,3190,155,410,311,207,461,994,220,195,49
2019,08,전라남도,곡성군,287,293,3063,183,496,233,170,522,828,241,184,38
2019,09,전라남도,곡성군,235,219,2226,141,269,111,96,540,635,140,156,26
2019,10,전라남도,곡성군,452,463,2428,93,315,157,120,485,670,222,193,42
2019,11,전라남도,곡성군,353,347,1730,97,161,139,73,340,498,112,158,26
2019,12,전라남도,곡성군,341,267,2043,84,273,153,95,321,603,168,180,63
2019,02,전라남도,광양시,474,460,27030,1248,4374,1788,1553,6803,7255,2014,1008,268
2019,03,전라남도,광양시,1020,1003,28723,1144,5020,1379,1516,7390,7719,2356,1035,256
2019,04,전라남도,광양시,682,711,31653,1525,4787,1216,1551,8838,8590,2263,1047,241
2019,05,전라남도,광양시,709,718,28185,1286,4249,1462,1485,7449,7573,2075,892,227
2019,06,전라남도,광양시,628,719,32735,1601,4756,1508,2818,7651,7747,2239,849,282
2019,07,전라남도,광양시,645,698,33643,1896,5147,2445,1936,8402,9027,2415,1047,330
2019,08,전라남도,광양시,745,722,37244,2565,5947,2268,1769,9346,9860,2536,1156,300
2019,09,전라남도,광양시,429,373,29655,2312,4414,1210,1607,7948,7449,2191,964,235
2019,10,전라남도,광양시,403,407,29297,2481,3798,1324,1520,7945,7511,2017,1025,280
2019,11,전라남도,광양시,582,601,30033,2758,4127,1393,1521,8137,7665,1986,786,226
2019,12,전라남도,광양시,1315,1257,29457,2307,3988,1726,1494,7369,7826,2087,992,307
2019,02,전라남도,구례군,98,98,2764,83,361,202,142,392,719,432,219,48
2019,03,전라남도,구례군,243,210,2628,83,265,194,154,373,751,390,175,36
2019,04,전라남도,구례군,204,158,2689,97,330,126,83,409,787,389,180,40
2019,05,전라남도,구례군,173,140,2400,63,329,79,96,316,729,367,153,40
2019,06,전라남도,구례군,172,165,2444,83,315,112,86,312,761,330,149,35
2019,07,전라남도,구례군,285,239,2844,98,519,146,172,358,761,269,168,46
2019,08,전라남도,구례군,167,132,3008,60,507,211,113,439,755,446,172,39
2019,09,전라남도,구례군,116,81,3027,122,536,126,104,431,797,392,184,30
2019,10,전라남도,구례군,326,282,2778,107,411,142,102,360,780,394,179,36
2019,11,전라남도,구례군,268,240,3218,86,508,170,128,469,691,354,188,45
2019,12,전라남도,구례군,211,201,2896,77,396,150,114,470,737,415,190,54
2019,02,전라남도,나주시,1221,1264,10952,674,1492,591,543,2218,2789,1026,606,212
2019,03,전라남도,나주시,2023,2229,12921,783,1911,635,483,2376,3353,1164,650,211
2019,04,전라남도,나주시,1166,1176,12690,872,1727,425,399,2512,3410,898,619,175
2019,05,전라남도,나주시,983,880,13020,842,1383,428,494,2427,3196,1132,507,210
2019,06,전라남도,나주시,790,772,13224,1029,1727,399,676,2527,3371,831,501,172
2019,07,전라남도,나주시,545,435,14481,816,1928,739,698,2523,3645,1098,621,259
2019,08,전라남도,나주시,452,291,15249,1098,1826,668,584,3084,3602,1239,513,231
2019,09,전라남도,나주시,454,404,11996,900,1438,358,487,2484,2788,984,488,168
2019,10,전라남도,나주시,532,465,13292,1002,1641,352,517,2773,3056,931,494,200
2019,11,전라남도,나주시,854,624,14104,1260,1484,419,563,2834,3161,1010,483,163
2019,12,전라남도,나주시,1093,924,14331,1042,1590,449,638,2633,3208,1059,553,224
2019,02,전라남도,담양군,471,463,5159,253,940,224,187,874,1281,517,365,74
2019,03,전라남도,담양군,855,714,5074,248,656,214,198,939,1279,491,386,81
2019,04,전라남도,담양군,616,555,4150,119,537,192,238,655,1032,383,425,62
2019,05,전라남도,담양군,689,600,4030,155,561,249,192,686,983,339,305,60
2019,06,전라남도,담양군,491,389,5454,188,1033,258,276,881,1414,285,417,45
2019,07,전라남도,담양군,517,426,5789,283,954,250,230,947,1455,441,355,67
2019,08,전라남도,담양군,392,308,7198,331,1193,331,262,1292,1796,492,459,65
2019,09,전라남도,담양군,269,204,4751,218,685,196,241,800,1067,433,348,54
2019,10,전라남도,담양군,405,323,4178,205,555,174,209,710,973,338,374,98
2019,11,전라남도,담양군,415,361,4678,186,586,148,242,820,1196,363,319,80
2019,12,전라남도,담양군,617,518,5192,205,741,214,305,922,1285,358,468,97
2019,02,전라남도,목포시,2415,2702,10876,348,1239,742,739,2029,3084,933,572,123
2019,03,전라남도,목포시,5026,5447,12237,426,1450,600,748,2375,3440,1103,558,141
2019,04,전라남도,목포시,2880,3154,11090,447,1232,363,649,2103,3259,831,594,97
2019,05,전라남도,목포시,2499,2868,11149,439,1136,590,571,1874,2949,806,500,100
2019,06,전라남도,목포시,2228,2572,11027,389,1464,636,620,2098,2850,786,508,204
2019,07,전라남도,목포시,2049,2368,12574,547,1485,775,840,2387,3207,843,421,141
2019,08,전라남도,목포시,2014,2501,14178,460,1842,776,782,2550,3716,925,531,134
2019,09,전라남도,목포시,1370,1555,9854,348,1068,376,586,1800,2573,702,431,117
2019,10,전라남도,목포시,1481,1676,11532,441,1178,407,559,2135,2813,819,483,117
2019,11,전라남도,목포시,1875,2366,12455,672,1127,453,636,2270,2935,735,498,121
2019,12,전라남도,목포시,3456,4128,12457,619,1163,544,607,2489,3131,803,521,102
2019,02,전라남도,무안군,736,640,31164,1561,5132,1828,1592,7905,9669,2189,1094,125
2019,03,전라남도,무안군,1538,1415,33796,1918,5257,1502,1635,8921,10572,2466,1097,309
2019,04,전라남도,무안군,935,728,28711,1732,4512,879,1418,7977,8693,1989,1177,206
2019,05,전라남도,무안군,791,548,26607,1682,3347,1572,1455,7065,8219,1997,879,226
2019,06,전라남도,무안군,581,355,31475,1761,4846,1793,1725,8332,9346,2319,968,225
2019,07,전라남도,무안군,530,285,34125,1855,5180,2093,1937,8905,10121,2435,1216,256
2019,08,전라남도,무안군,468,236,38049,2244,6167,2300,1815,9773,11771,2371,1195,258
2019,09,전라남도,무안군,338,237,30568,2252,4501,1095,1304,8454,9311,2289,1027,210
2019,10,전라남도,무안군,348,203,22828,1520,3169,1068,1165,6294,6807,1642,844,182
2019,11,전라남도,무안군,700,503,30014,1952,4230,1383,1495,8538,8804,2161,1052,181
2019,12,전라남도,무안군,582,388,32040,2306,4243,1639,1640,9125,9493,2251,1045,175
2019,02,전라남도,보성군,517,431,3207,112,403,293,234,537,682,489,266,80
2019,03,전라남도,보성군,910,779,3322,102,351,176,297,584,826,437,301,98
2019,04,전라남도,보성군,611,892,3573,91,376,106,299,668,815,469,283,77
2019,05,전라남도,보성군,579,520,3201,82,413,105,183,667,769,399,235,74
2019,06,전라남도,보성군,427,371,3757,174,561,221,285,675,787,452,260,64
2019,07,전라남도,보성군,564,468,4051,148,546,328,307,613,807,475,394,94
2019,08,전라남도,보성군,606,489,4461,129,560,430,342,655,1030,492,361,76
2019,09,전라남도,보성군,338,284,3455,111,485,152,264,566,762,421,255,75
2019,10,전라남도,보성군,347,282,3527,164,407,157,236,662,698,418,317,101
2019,11,전라남도,보성군,503,435,3490,148,324,219,339,682,652,425,247,122
2019,12,전라남도,보성군,842,672,3559,174,418,231,359,666,571,439,204,144
2019,02,전라남도,순천시,1110,1138,35993,174,4729,2201,2525,9349,11067,3622,1576,291
2019,03,전라남도,순천시,2337,2452,40069,1066,4956,1645,2275,11226,12608,3688,1543,358
2019,04,전라남도,순천시,1475,1407,36926,840,3900,1079,2237,10876,11964,3331,1420,423
2019,05,전라남도,순천시,1339,1365,33698,918,3401,1713,2274,9518,10771,3165,1393,371
2019,06,전라남도,순천시,1156,1213,39206,803,4927,1365,2272,11409,12692,3338,1608,417
2019,07,전라남도,순천시,1082,1121,48091,1152,5732,3320,2717,13094,15307,3853,1642,512
2019,08,전라남도,순천시,1024,1120,49682,1297,6567,2791,2708,13516,16046,3940,1752,440
2019,09,전라남도,순천시,743,842,33435,982,3495,1019,1803,10045,11134,2892,1252,345
2019,10,전라남도,순천시,838,884,27960,881,2745,1050,1465,8986,8806,2665,938,334
2019,11,전라남도,순천시,1380,1407,37358,1538,3332,1467,2161,12617,11552,3049,1156,416
2019,12,전라남도,순천시,1796,2023,44213,1346,4653,2218,2527,13604,14460,3356,1475,474
2019,02,전라남도,여수시,1061,1110,50953,3071,9642,3511,2794,9514,12905,3989,2252,780
2019,03,전라남도,여수시,2519,2366,56549,4068,10189,2751,2613,11516,14663,4280,2449,895
2019,04,전라남도,여수시,1484,1449,53649,3750,9017,2118,2659,11383,13703,4246,2449,947
2019,05,전라남도,여수시,1443,1438,49695,3335,7364,2768,2521,9894,12815,4197,2063,871
2019,06,전라남도,여수시,1204,1240,55595,3940,9458,2345,2791,11491,14568,4237,2353,856
2019,07,전라남도,여수시,1143,1252,62743,4212,10571,4061,3380,12187,16216,4746,2816,905
2019,08,전라남도,여수시,1078,1300,69148,5212,12760,4308,2907,14071,17491,4912,2613,920
2019,09,전라남도,여수시,815,774,56327,4213,8693,1913,2076,13874,14392,4358,2326,836
2019,10,전라남도,여수시,909,930,44520,3791,6862,2143,1964,9366,11165,3166,1755,746
2019,11,전라남도,여수시,1498,1408,53544,4581,8586,2409,2448,12014,13435,3888,2008,766
2019,12,전라남도,여수시,2554,2437,50263,4423,8160,2503,2641,10810,12324,4102,2117,705
2019,02,전라남도,영광군,752,782,5601,298,1031,256,250,1079,1762,347,208,57
2019,03,전라남도,영광군,1523,1474,6402,299,1284,342,216,1184,2031,390,213,41
2019,04,전라남도,영광군,922,879,5282,273,1016,172,214,997,1728,333,159,47
2019,05,전라남도,영광군,782,721,5585,291,1163,303,207,898,1733,374,137,46
2019,06,전라남도,영광군,525,492,5985,319,1226,249,199,895,1979,389,178,47
2019,07,전라남도,영광군,473,440,6894,384,1354,354,278,1228,2043,330,198,56
2019,08,전라남도,영광군,384,336,7752,503,1440,463,297,1238,2202,516,176,39
2019,09,전라남도,영광군,254,241,6020,576,1097,214,161,1166,1600,326,110,28
2019,10,전라남도,영광군,431,377,6277,487,963,284,201,1161,1622,330,139,71
2019,11,전라남도,영광군,398,368,6662,453,968,358,255,1120,1584,327,185,90
2019,12,전라남도,영광군,677,558,6190,489,815,288,271,1089,1637,341,183,71
2019,02,전라남도,영암군,427,211,793,0,87,35,23,133,241,114,81,4
2019,03,전라남도,영암군,668,324,805,14,62,49,10,159,287,63,66,0
2019,04,전라남도,영암군,422,263,1050,14,99,52,21,202,263,82,105,0
2019,05,전라남도,영암군,385,199,1062,16,129,84,15,220,259,55,46,0
2019,06,전라남도,영암군,369,162,931,32,128,33,26,216,238,91,61,0
2019,07,전라남도,영암군,295,161,882,0,82,75,39,236,229,75,37,0
2019,08,전라남도,영암군,430,235,1305,76,134,51,13,292,390,121,32,4
2019,09,전라남도,영암군,289,184,1230,51,242,59,16,253,349,93,19,0
2019,10,전라남도,영암군,303,251,1153,36,118,67,41,212,296,63,30,0
2019,11,전라남도,영암군,423,247,1192,38,145,28,32,258,235,79,31,0
2019,12,전라남도,영암군,515,182,936,24,74,44,33,258,187,143,47,0
2019,02,전라남도,장성군,190,110,4781,217,779,284,261,879,1310,408,223,108
2019,03,전라남도,장성군,472,267,6101,291,847,242,268,1384,1817,453,189,88
2019,04,전라남도,장성군,363,204,5368,219,731,175,269,1246,1567,429,138,89
2019,05,전라남도,장성군,361,176,5954,254,654,129,297,1377,1353,519,237,160
2019,06,전라남도,장성군,312,139,6328,338,1076,207,285,1527,1532,481,213,117
2019,07,전라남도,장성군,374,156,7657,359,1302,323,316,1491,2210,627,277,87
2019,08,전라남도,장성군,260,96,8713,288,1483,532,294,1736,2536,634,308,169
2019,09,전라남도,장성군,174,69,6778,213,1103,201,273,1332,2068,426,248,111
2019,10,전라남도,장성군,388,241,6782,260,1055,213,244,1280,1868,519,223,114
2019,11,전라남도,장성군,416,205,7070,270,949,305,274,1426,2069,458,245,141
2019,12,전라남도,장성군,491,174,6673,270,883,209,260,1538,1752,485,257,106
2019,02,전라남도,장흥군,251,221,1847,21,212,136,96,384,447,242,87,106
2019,03,전라남도,장흥군,433,355,2018,52,260,142,114,333,607,221,82,68
2019,04,전라남도,장흥군,227,191,1714,27,147,89,95,320,540,178,46,93
2019,05,전라남도,장흥군,140,124,2072,48,270,126,177,329,487,177,76,97
2019,06,전라남도,장흥군,116,92,2353,22,278,111,145,476,696,185,62,70
2019,07,전라남도,장흥군,137,132,2524,32,233,237,162,497,722,222,85,68
2019,08,전라남도,장흥군,97,91,2640,52,328,196,186,440,774,223,56,69
2019,09,전라남도,장흥군,117,91,2070,83,256,118,112,388,549,126,49,76
2019,10,전라남도,장흥군,100,85,2067,55,127,134,168,417,541,185,65,86
2019,11,전라남도,장흥군,82,75,1840,40,249,134,106,279,415,155,86,68
2019,12,전라남도,장흥군,123,81,2032,10,257,136,143,389,507,205,81,69
2019,02,전라남도,진도군,206,166,1544,99,289,117,80,229,397,126,28,41
2019,03,전라남도,진도군,616,458,1895,143,381,48,55,432,402,181,24,66
2019,04,전라남도,진도군,412,332,2076,115,363,48,79,451,369,205,31,64
2019,05,전라남도,진도군,303,220,2007,113,524,26,70,389,363,207,33,29
2019,06,전라남도,진도군,299,204,2007,159,462,65,77,408,388,157,17,16
2019,07,전라남도,진도군,228,159,2058,130,457,100,96,462,380,152,21,28
2019,08,전라남도,진도군,196,143,2549,187,700,91,89,538,441,151,43,37
2019,09,전라남도,진도군,166,114,1807,166,442,34,93,360,309,123,10,13
2019,10,전라남도,진도군,185,137,1804,145,376,28,96,361,360,181,16,41
2019,11,전라남도,진도군,330,255,1724,121,339,64,92,323,313,126,11,12
2019,12,전라남도,진도군,412,292,2204,139,304,60,132,444,470,151,9,14
2019,02,전라남도,함평군,424,322,1111,45,205,133,79,71,335,123,22,29
2019,03,전라남도,함평군,746,633,1249,40,266,120,120,166,273,115,19,21
2019,04,전라남도,함평군,410,342,1299,6,230,52,147,162,262,151,60,35
2019,05,전라남도,함평군,445,322,1225,35,142,77,106,122,304,110,47,47
2019,06,전라남도,함평군,329,261,1583,50,212,79,192,141,282,135,33,35
2019,07,전라남도,함평군,272,238,1362,44,151,101,148,280,236,138,36,62
2019,08,전라남도,함평군,239,192,1292,37,140,117,118,226,311,106,33,28
2019,09,전라남도,함평군,156,115,1399,85,135,59,259,193,257,110,12,32
2019,10,전라남도,함평군,146,119,1317,16,141,67,300,157,255,101,8,17
2019,11,전라남도,함평군,273,242,1488,28,156,67,313,191,198,74,25,21
2019,12,전라남도,함평군,433,355,1691,82,233,100,268,219,278,132,15,28
2019,02,전라남도,해남군,599,577,6153,263,1205,518,409,929,1583,678,297,94
2019,03,전라남도,해남군,1193,1052,7356,505,1356,460,304,1373,1773,788,375,134
2019,04,전라남도,해남군,799,681,6192,389,997,217,252,963,1929,602,518,149
2019,05,전라남도,해남군,801,632,6236,486,936,391,241,864,1864,502,582,134
2019,06,전라남도,해남군,711,592,6292,398,1121,361,235,817,1777,579,560,180
2019,07,전라남도,해남군,800,681,6565,466,1101,509,310,935,1724,653,487,173
2019,08,전라남도,해남군,827,652,6690,329,1375,507,320,1098,1857,512,305,140
2019,09,전라남도,해남군,533,411,4865,229,815,238,210,823,1450,477,289,149
2019,10,전라남도,해남군,687,548,5222,198,999,251,287,908,1383,467,329,227
2019,11,전라남도,해남군,695,597,5506,181,1050,308,235,836,1469,487,287,146
2019,12,전라남도,해남군,871,731,5353,221,969,338,267,759,1611,524,301,165
2019,02,전라남도,화순군,475,431,3202,32,182,232,162,373,1259,459,258,135
2019,03,전라남도,화순군,1354,1247,3405,13,176,159,145,445,1445,417,311,151
2019,04,전라남도,화순군,798,729,3666,76,308,163,211,550,1337,366,224,147
2019,05,전라남도,화순군,668,565,4172,113,314,175,138,715,1529,362,228,137
2019,06,전라남도,화순군,592,524,3888,96,263,223,184,653,1355,416,230,169
2019,07,전라남도,화순군,600,571,4390,105,298,287,280,717,1397,527,273,162
2019,08,전라남도,화순군,488,471,5175,97,551,302,186,733,1633,629,239,167
2019,09,전라남도,화순군,355,341,3823,183,451,115,179,437,1291,482,118,160
2019,10,전라남도,화순군,408,406,3874,44,217,175,162,638,1354,474,183,195
2019,11,전라남도,화순군,536,509,3850,64,325,152,102,683,1221,463,175,178
2019,12,전라남도,화순군,1065,969,4160,36,476,188,119,690,1262,523,199,192
2019,02,전라북도,군산시,1881,1669,27886,0,0,0,2,0,0,0,0,0
2019,03,전라북도,군산시,3664,3341,29776,0,0,0,5,0,0,0,0,0
2019,04,전라북도,군산시,2318,1935,29892,0,0,0,0,0,1,0,0,0
2019,05,전라북도,군산시,2083,1677,28529,0,0,4,0,1,4,0,0,1
2019,06,전라북도,군산시,2126,1774,29432,0,2,6,0,4,3,0,0,0
2019,07,전라북도,군산시,1983,1702,42165,0,0,39,6,1,2,0,0,1
2019,08,전라북도,군산시,1912,1645,47138,1,19,48,8,12,27,8,0,0
2019,09,전라북도,군산시,1229,1067,35583,532,2155,905,969,2754,5035,1308,532,224
2019,10,전라북도,군산시,1282,1086,28782,343,1652,995,971,2321,3610,1298,509,236
2019,11,전라북도,군산시,1574,1404,33773,598,1859,1394,976,2688,4381,1271,477,213
2019,12,전라북도,군산시,3292,3006,35853,889,2054,1266,1191,3175,4681,1350,621,240
2019,02,전라북도,순창군,275,263,1640,176,282,223,97,251,303,190,79,17
2019,03,전라북도,순창군,613,536,1665,154,254,164,65,329,378,176,83,29
2019,04,전라북도,순창군,511,459,1634,137,311,139,99,235,370,151,124,37
2019,05,전라북도,순창군,439,402,1327,90,169,117,86,215,293,199,117,18
2019,06,전라북도,순창군,356,335,1669,173,260,111,86,277,386,216,75,26
2019,07,전라북도,순창군,351,336,1784,194,256,241,89,279,318,205,117,31
2019,08,전라북도,순창군,293,283,1734,207,235,292,72,275,323,155,77,35
2019,09,전라북도,순창군,234,228,1223,94,183,86,113,215,230,173,88,12
2019,10,전라북도,순창군,244,238,978,106,114,116,49,167,168,141,67,14
2019,11,전라북도,순창군,325,276,1253,140,173,111,57,249,215,197,48,34
2019,12,전라북도,순창군,307,251,1545,123,240,166,53,301,315,226,73,29
2019,02,전라북도,완주군,447,122,10663,603,2342,642,417,1880,2904,783,429,158
2019,03,전라북도,완주군,888,318,9139,621,1717,371,396,1869,2665,707,369,149
2019,04,전라북도,완주군,648,239,9524,726,1781,417,405,2256,2507,608,349,105
2019,05,전라북도,완주군,571,158,9313,705,1605,498,460,2230,2351,644,302,121
2019,06,전라북도,완주군,533,141,9745,873,1918,429,459,2165,2532,598,287,73
2019,07,전라북도,완주군,509,157,10379,894,2285,525,467,2045,2653,655,317,133
2019,08,전라북도,완주군,580,128,11888,1075,2394,720,430,2306,3179,661,376,268
2019,09,전라북도,완주군,780,547,8654,879,1536,332,356,1930,2287,557,264,176
2019,10,전라북도,완주군,439,111,7354,661,1230,251,335,1831,1797,485,291,136
2019,11,전라북도,완주군,576,173,8935,922,1683,426,415,2049,2266,459,231,176
2019,12,전라북도,완주군,1135,361,9253,972,1771,518,392,1915,2260,589,298,189
2019,02,전라북도,익산시,2690,2463,37939,2026,6653,3364,3389,6917,10098,3097,1374,787
2019,03,전라북도,익산시,6425,6381,41360,2723,6832,2924,3186,8156,11634,3327,1554,794
2019,04,전라북도,익산시,4044,3910,42303,2972,6233,3797,3297,8581,11196,3423,1765,764
2019,05,전라북도,익산시,4041,3750,36076,2564,4919,3596,2724,6945,9980,3108,1344,645
2019,06,전라북도,익산시,3460,3331,46270,3700,7048,3627,3762,9191,12179,3793,1854,808
2019,07,전라북도,익산시,3312,3224,52287,3820,7991,5190,4322,9946,13665,4059,1970,897
2019,08,전라북도,익산시,3394,3413,57549,4413,9882,5124,4178,11327,14708,4257,2339,883
2019,09,전라북도,익산시,1961,1888,43115,3471,6538,2568,3230,8789,11633,3649,1854,789
2019,10,전라북도,익산시,2330,2294,39926,3219,5652,2877,3000,8364,10643,3413,1735,703
2019,11,전라북도,익산시,3165,3076,46798,4121,6599,3849,3466,9914,12244,3451,1939,669
2019,12,전라북도,익산시,5098,4898,47415,3848,7181,3628,3831,9347,12358,3970,2097,777
2019,02,전라북도,전주시 덕진구,1165,603,42189,1611,6504,3052,3330,7751,12176,3242,1619,849
2019,03,전라북도,전주시 덕진구,2785,1998,45765,2614,6746,2163,3075,8949,13727,3681,1759,835
2019,04,전라북도,전주시 덕진구,1707,1202,41635,2313,5851,1498,3506,8900,11438,3293,1709,816
2019,05,전라북도,전주시 덕진구,1498,1005,40599,2515,4953,2032,2971,8606,11513,3367,1599,764
2019,06,전라북도,전주시 덕진구,1290,752,46866,2674,6960,2276,3480,10129,13017,3419,1565,703
2019,07,전라북도,전주시 덕진구,1202,645,49629,2894,6387,3544,3722,10260,13937,3631,1765,835
2019,08,전라북도,전주시 덕진구,1212,533,54267,2795,7997,2944,4140,11475,15539,3686,2053,794
2019,09,전라북도,전주시 덕진구,770,408,38166,2498,5613,1333,2611,8055,11096,2828,1481,578
2019,10,전라북도,전주시 덕진구,780,617,34097,2101,4712,1445,2264,7778,9681,2503,1376,445
2019,11,전라북도,전주시 덕진구,1456,573,40868,2897,5049,2324,3021,9142,10979,3130,1552,658
2019,12,전라북도,전주시 덕진구,2400,1021,43414,2729,5575,2643,3316,9257,11851,3296,1855,615
2019,02,전라북도,전주시 완산구,2385,2628,67000,3417,9916,4407,5019,11948,18258,5465,2985,1442
2019,03,전라북도,전주시 완산구,5013,5598,71164,4116,9516,3264,5041,13720,20883,5622,3094,1605
2019,04,전라북도,전주시 완산구,3019,3746,62711,3678,7889,1837,4544,13275,18031,5297,2822,1627
2019,05,전라북도,전주시 완산구,2898,3647,62341,3836,7418,3574,4629,12273,17643,5046,2651,1491
2019,06,전라북도,전주시 완산구,2517,3264,70198,4442,9148,3735,5408,14070,19491,5593,2934,1375
2019,07,전라북도,전주시 완산구,2476,3058,76165,3992,9654,5780,6293,14437,21361,5607,3291,1440
2019,08,전라북도,전주시 완산구,2312,2992,78836,4122,11079,4909,5407,15352,22843,5915,3353,1412
2019,09,전라북도,전주시 완산구,1333,1844,53524,3409,7025,1919,4016,11018,15568,4229,2531,1090
2019,10,전라북도,전주시 완산구,1318,1932,50093,3217,6309,2101,3197,10870,14709,3794,2337,1053
2019,11,전라북도,전주시 완산구,2323,3530,58554,3788,7294,3068,3763,12814,16687,4505,2496,1069
2019,12,전라북도,전주시 완산구,4322,5795,68421,4582,8599,3846,4771,14505,18813,4979,2977,1400
2019,02,제주특별자치도,서귀포시,1016,941,34128,1698,5527,1301,1543,6964,11489,3078,1713,552
2019,03,제주특별자치도,서귀포시,1889,1481,37541,1975,5867,1394,1800,8384,12384,3372,1581,610
2019,04,제주특별자치도,서귀포시,1245,1099,35150,2055,5114,953,1688,7863,11813,3278,1494,579
2019,05,제주특별자치도,서귀포시,1053,864,34542,2120,4903,1116,1729,7844,11647,2997,1423,492
2019,06,제주특별자치도,서귀포시,910,824,37956,2231,5604,1243,1794,8769,12666,3231,1485,592
2019,07,제주특별자치도,서귀포시,921,795,44700,2925,6651,1535,1967,10614,14564,3656,1766,621
2019,08,제주특별자치도,서귀포시,893,658,53119,3448,8833,1851,1791,12068,17789,4092,2324,722
