SRLNUM,MRHST_NM,MRHST_LA,MRHST_LO,MRHST_CTPRVN_CD,MRHST_CTPRVN_NM,MRHST_SIGNGU_CD,MRHST_SIGNGU_NM,MRHST_ADSTRD_CD,MRHST_ADSTRD_NM,MRHST_FLAG_CD,MRHST_FLAG_CD_NM
4800,(주)새부산관광,35.1860840,129.0829510,21,부산광역시,21130,연제구,2113055,연산1동,M,문화누리가맹점
4801,방탈출카페 이스케이프탑(부산본점),35.1546516,129.0560843,21,부산광역시,21050,부산진구,2105052,부전2동,M,문화누리가맹점
4802,exthree 홍쌤 배드민턴샵(홍쌤스포츠),35.0679396,128.9792923,21,부산광역시,21100,사하구,2110062,다대1동,M,문화누리가맹점
4803,알톤스포츠 장전점(알톤자전거 자전거타기),35.2387707,129.0876902,21,부산광역시,21110,금정구,2111061,장전1동,M,문화누리가맹점
4804,CGV정관,35.3211758,129.1782779,21,부산광역시,21310,기장군,2131013,정관읍,M,문화누리가맹점
4805,CGV정관(매점),35.3211758,129.1782779,21,부산광역시,21310,기장군,2131013,정관읍,M,문화누리가맹점
4806,CGV 동래(매점),35.2208431,129.0855308,21,부산광역시,21060,동래구,2106055,온천1동,M,문화누리가맹점
4807,피크클라이밍 짐(피크실내암벽),35.1030094,129.0215104,21,부산광역시,21010,중구,2101056,부평동,M,문화누리가맹점
4808,부산 쇼미더VR,35.2101420,129.0076430,21,부산광역시,21080,북구,2108056,덕천1동,M,문화누리가맹점
4809,CGV 서면(매점),35.1494322,129.0639774,21,부산광역시,21050,부산진구,2105083,전포1동,M,문화누리가맹점
4810,(주)우리투어,35.2073025,129.0705560,21,부산광역시,21060,동래구,2106055,온천1동,M,문화누리가맹점
4811,브이알플레이스 부산서면점,35.1555670,129.0603860,21,부산광역시,21050,부산진구,2105052,부전2동,M,문화누리가맹점
4812,CGV 센텀시티(매점),35.1688179,129.1295233,21,부산광역시,21090,해운대구,2109073,우1동,M,문화누리가맹점
4813,수영구국민체육센터,35.1529382,129.1074595,21,부산광역시,21140,수영구,2114056,광안1동,M,문화누리가맹점
4814,신라사진관,35.1983993,129.0600620,21,부산광역시,21060,동래구,2106058,사직1동,M,문화누리가맹점
4815,티막스토어 용호점(주. 튤립코리아),35.1041200,129.1081660,21,부산광역시,21070,남구,2107057,용호1동,M,문화누리가맹점
4816,현대스포렉스,35.2107273,129.0319244,21,부산광역시,21080,북구,2108059,만덕1동,M,문화누리가맹점
4817,펀펀짐 어린이 수영장,35.2288091,129.0841145,21,부산광역시,21110,금정구,2111061,장전1동,M,문화누리가맹점
4818,메가박스 부산대,35.2301220,129.0880220,21,부산광역시,21110,금정구,2111061,장전1동,M,문화누리가맹점
4819,CGV 아시아드(매점),35.1912669,129.0620200,21,부산광역시,21130,연제구,2113051,거제1동,M,문화누리가맹점
4820,메가박스 해운대(장산),35.1705840,129.1770870,21,부산광역시,21090,해운대구,2109066,좌1동,M,문화누리가맹점
4821,메가박스 덕천,35.2111100,129.0075550,21,부산광역시,21080,북구,2108056,덕천1동,M,문화누리가맹점
4822,메가박스 부산극장(구관),35.0986340,129.0287860,21,부산광역시,21010,중구,2101058,남포동,M,문화누리가맹점
4823,메가박스 부산극장(신관),35.0986920,129.0281870,21,부산광역시,21010,중구,2101058,남포동,M,문화누리가맹점
4824,메가박스 정관,35.3194890,129.1780510,21,부산광역시,21310,기장군,2131013,정관읍,M,문화누리가맹점
4825,CGV아시아드(상품권),35.1912683,129.0620080,21,부산광역시,21130,연제구,2113051,거제1동,M,문화누리가맹점
4826,부전교회비젼센터휴게시설,35.2004151,129.0783778,21,부산광역시,21060,동래구,2106058,사직1동,M,문화누리가맹점
4827,북&아이 어린이전문서점,35.1785479,129.0852440,21,부산광역시,21130,연제구,2113055,연산1동,M,문화누리가맹점
4828,개똥이네 명지점,35.0981066,128.9227335,21,부산광역시,21120,강서구,2112059,명지1동,M,문화누리가맹점
4829,초록배낭,35.1886804,129.0728331,21,부산광역시,21130,연제구,2113051,거제1동,M,문화누리가맹점
4830,포토박스,35.2621906,129.0161816,21,부산광역시,21080,북구,2108054,금곡동,M,문화누리가맹점
4831,흙만지는그릇가게,35.0611812,128.9783573,21,부산광역시,21100,사하구,2110062,다대1동,M,문화누리가맹점
4832,영도국민체육센터,35.0752297,129.0663893,21,부산광역시,21040,영도구,2104065,동삼1동,M,문화누리가맹점
4833,잭슨파이브(주식회사 잭슨파이브),35.1337157,129.1126203,21,부산광역시,21070,남구,2107057,용호1동,M,문화누리가맹점
4834,부산사직종합운동장실내수영장(부산광역시체육시설관리사업소),35.1901864,129.0582044,21,부산광역시,21130,연제구,2113051,거제1동,M,문화누리가맹점
4835,다대서점,35.0567953,128.9705270,21,부산광역시,21100,사하구,2110062,다대1동,M,문화누리가맹점
4836,반도온천,35.2185972,129.0805663,21,부산광역시,21060,동래구,2106055,온천1동,M,문화누리가맹점
4837,삼천리자전거 동구점,35.1307902,129.0512094,21,부산광역시,21030,동구,2103070,좌천동,M,문화누리가맹점
4838,photo center 해운대점(사진관 포토센터),35.1659982,129.1673783,21,부산광역시,21090,해운대구,2109053,중1동,M,문화누리가맹점
4839,photo center 사상점(사진관 포토센터),35.1642452,128.9788895,21,부산광역시,21150,사상구,2115057,괘법동,M,문화누리가맹점
4840,알라딘 스튜디오(알라딘포토),35.0988681,129.0309598,21,부산광역시,21010,중구,2101058,남포동,M,문화누리가맹점
4841,장산해수온천,35.1860439,129.1238946,21,부산광역시,21090,해운대구,2109064,재송1동,M,문화누리가맹점
4842,코코모텔,35.1349405,128.9960184,21,부산광역시,21150,사상구,2115063,학장동,M,문화누리가맹점
4843,더 스포츠센터,35.2030050,129.1215294,21,부산광역시,21090,해운대구,2109070,반여1동,M,문화누리가맹점
4844,구포현대수영장,35.1969990,128.9930760,21,부산광역시,21080,북구,2108051,구포1동,M,문화누리가맹점
4845,CGV 하단아트몰링(매점),35.1067550,128.9664750,21,부산광역시,21100,사하구,2110056,하단1동,M,문화누리가맹점
4846,주식회사 한국엘에스레져 부산지점(테마파크),35.1922940,129.2122150,21,부산광역시,21310,기장군,2131011,기장읍,M,문화누리가맹점
4847,이바구캠프,35.1191634,129.0285288,21,부산광역시,21030,동구,2103051,초량1동,M,문화누리가맹점
4848,(주)한국렌트카,35.1617141,128.9862874,21,부산광역시,21150,사상구,2115057,괘법동,M,문화누리가맹점
4849,동명장 여관(동명장),35.0977228,129.0308464,21,부산광역시,21010,중구,2101058,남포동,M,문화누리가맹점
4850,아이랜드,35.1334820,129.0874370,21,부산광역시,21070,남구,2107070,대연1동,M,문화누리가맹점
4851,삼천리자전거 하단점,35.1033638,128.9626006,21,부산광역시,21100,사하구,2110056,하단1동,M,문화누리가맹점
4852,놀숲 부산주례점,35.1493560,129.0126040,21,부산광역시,21150,사상구,2115060,주례1동,M,문화누리가맹점
4853,구내서점(동아대 승학서점),35.1131991,128.9641340,21,부산광역시,21100,사하구,2110056,하단1동,M,문화누리가맹점
4854,안성만물,35.1060490,129.0365630,21,부산광역시,21010,중구,2101051,중앙동,M,문화누리가맹점
4908,천연사진관,35.1032091,129.0274377,21,부산광역시,21010,중구,2101054,보수동,M,문화누리가맹점
4855,미소렌트카(미소렌트카 주식회사(남부지점)),35.1240526,129.0981037,21,부산광역시,21070,남구,2107061,용당동,M,문화누리가맹점
4856,alton 알톤온천천점(알톤자전거(Mr.바이크)),35.1946273,129.0873358,21,부산광역시,21060,동래구,2106051,수민동,M,문화누리가맹점
4857,동부산대 서점,35.2315241,129.1488330,21,부산광역시,21090,해운대구,2109072,반송1동,M,문화누리가맹점
4858,알톤스포츠(알톤스포츠 당리점),35.1014693,128.9780549,21,부산광역시,21100,사하구,2110055,당리동,M,문화누리가맹점
4859,홍스포츠,35.1704076,129.1841242,21,부산광역시,21090,해운대구,2109066,좌1동,M,문화누리가맹점
4860,abc golf(에이비씨골프),35.1469546,129.1099371,21,부산광역시,21140,수영구,2114051,남천1동,M,문화누리가맹점
4861,VITRO(비트로 북구점),35.2044819,129.0007091,21,부산광역시,21080,북구,2108051,구포1동,M,문화누리가맹점
4862,북구배드민턴,35.2044819,129.0007091,21,부산광역시,21080,북구,2108051,구포1동,M,문화누리가맹점
4863,알톤자전거 턱스바이크(바이크온부산),35.2151810,129.1148554,21,부산광역시,21110,금정구,2111073,금사회동동,M,문화누리가맹점
4864,비트로 남구용호점(명품스포츠),35.1197193,129.1143989,21,부산광역시,21070,남구,2107057,용호1동,M,문화누리가맹점
4865,동은스포츠,35.1727997,129.1731792,21,부산광역시,21090,해운대구,2109066,좌1동,M,문화누리가맹점
4866,88올림픽스포츠사,35.1359894,129.0578102,21,부산광역시,21030,동구,2103071,범일1동,M,문화누리가맹점
4867,주주스포츠,35.2361271,129.2162358,21,부산광역시,21310,기장군,2131011,기장읍,M,문화누리가맹점
4868,동양스포츠(동양종합상사),35.2610255,129.0912625,21,부산광역시,21110,금정구,2111068,남산동,M,문화누리가맹점
4869,금곡레포츠,35.2629565,129.0190586,21,부산광역시,21080,북구,2108054,금곡동,M,문화누리가맹점
4870,동림종합스포츠(동림종합),35.0955338,129.0222859,21,부산광역시,21020,서구,2102064,충무동,M,문화누리가맹점
4871,화이텐 부산점(화이텐대리점부산),35.1696430,129.1704191,21,부산광역시,21090,해운대구,2109053,중1동,M,문화누리가맹점
4872,OK Scuba(주식회사 디에이치오션),35.1151320,129.0892750,21,부산광역시,21070,남구,2107061,용당동,M,문화누리가맹점
4873,싸이코핏불스(싸이코핏불스 킥복싱),35.1912554,129.1272120,21,부산광역시,21090,해운대구,2109064,재송1동,M,문화누리가맹점
4874,요넥스 금강스포츠(금강스포츠),35.2065026,129.0745566,21,부산광역시,21060,동래구,2106055,온천1동,M,문화누리가맹점
4875,금곡하나로서점,35.2500241,129.0112180,21,부산광역시,21080,북구,2108054,금곡동,M,문화누리가맹점
4876,한복남(주식회사 한복남 부산지점),35.1002131,129.0322709,21,부산광역시,21010,중구,2101057,광복동,M,문화누리가맹점
4877,스파젠 휘트니스,35.1882328,129.1273390,21,부산광역시,21090,해운대구,2109064,재송1동,M,문화누리가맹점
4878,부산스킨스쿠버(엔디엘-코리아),35.2749128,129.0899320,21,부산광역시,21110,금정구,2111067,청룡노포동,M,문화누리가맹점
4879,심바이크(심(sim)바이크),35.1915836,128.9857080,21,부산광역시,21150,사상구,2115052,모라1동,M,문화누리가맹점
4880,삼천리반여대리점(반여삼천리자전거),35.1949556,129.1195751,21,부산광역시,21090,해운대구,2109070,반여1동,M,문화누리가맹점
4881,부대사진관,35.2312958,129.0849085,21,부산광역시,21110,금정구,2111061,장전1동,M,문화누리가맹점
4882,다이애나스튜디오,35.1500855,129.0128352,21,부산광역시,21150,사상구,2115060,주례1동,M,문화누리가맹점
4883,강언니사진들,35.1046973,128.9710377,21,부산광역시,21100,사하구,2110055,당리동,M,문화누리가맹점
4884,민턴하우스,35.1025481,128.9686425,21,부산광역시,21100,사하구,2110056,하단1동,M,문화누리가맹점
4885,메트로북마트,35.1274812,129.1077936,21,부산광역시,21070,남구,2107057,용호1동,M,문화누리가맹점
4886,영풍문고 부산대점(이랜드리테일 부산대점),35.2333798,129.0798453,21,부산광역시,21110,금정구,2111061,장전1동,M,문화누리가맹점
4887,e-alton(주식회사 엠티비랜드),35.1960625,129.0656020,21,부산광역시,21060,동래구,2106058,사직1동,M,문화누리가맹점
4888,만화카페 티앤북스(TEANBOOKS),35.1533383,129.1246407,21,부산광역시,21140,수영구,2114060,민락동,M,문화누리가맹점
4889,천우스포츠(천우JK스포츠),35.1150856,129.0159078,21,부산광역시,21020,서구,2102053,동대신3동,M,문화누리가맹점
4890,CGV해운대,35.1634950,129.1586070,21,부산광역시,21090,해운대구,2109073,우1동,M,문화누리가맹점
4891,CGV해운대(매점),35.1634950,129.1586070,21,부산광역시,21090,해운대구,2109073,우1동,M,문화누리가맹점
4892,CGV해운대(상품권),35.1634950,129.1586070,21,부산광역시,21090,해운대구,2109073,우1동,M,문화누리가맹점
4893,CGV 남포(매점),35.0983600,129.0273070,21,부산광역시,21010,중구,2101058,남포동,M,문화누리가맹점
4894,도자공방 가원,35.1592670,129.1763480,21,부산광역시,21090,해운대구,2109053,중1동,M,문화누리가맹점
4895,해바라기 소극장(극단 바라),35.1367702,129.1022546,21,부산광역시,21070,남구,2107070,대연1동,M,문화누리가맹점
4896,본 아뜨리에 Drawing Cafe(본 아뜨리에),35.1124281,129.0160581,21,부산광역시,21020,서구,2102057,서대신4동,M,문화누리가맹점
4897,CGV 대연(무비머니)(상품권),35.1373397,129.0992599,21,부산광역시,21070,남구,2107070,대연1동,M,문화누리가맹점
4898,CGV 동래(무비머니)(상품권),35.2208431,129.0855308,21,부산광역시,21060,동래구,2106055,온천1동,M,문화누리가맹점
4899,SK브로드밴드(케이블티비) (구 티브로드낙동방송),35.0906342,128.9748379,21,부산광역시,21100,사하구,2110058,신평1동,M,문화누리가맹점
4900,SK브로드밴드(케이블티비) (구 티브로드서부산방송),35.0906342,128.9748379,21,부산광역시,21100,사하구,2110058,신평1동,M,문화누리가맹점
4901,SK브로드밴드(케이블티비) (구 티브로드동남방송),35.0906342,128.9748379,21,부산광역시,21100,사하구,2110058,신평1동,M,문화누리가맹점
4902,영풍문고 부산 하단점,35.1067970,128.9663250,21,부산광역시,21100,사하구,2110056,하단1동,M,문화누리가맹점
4903,구구롤러스케이트장,35.1588352,129.0632268,21,부산광역시,21050,부산진구,2105083,전포1동,M,문화누리가맹점
4904,터키문화원(터키이스탄불 문화원),35.1861321,129.0805481,21,부산광역시,21130,연제구,2113055,연산1동,M,문화누리가맹점
4905,산성문화체험촌((사)금정산성문화체험촌),35.2541650,129.0572339,21,부산광역시,21110,금정구,2111071,금성동,M,문화누리가맹점
4906,구구롤러스케이트장,35.1588248,129.0632323,21,부산광역시,21050,부산진구,2105083,전포1동,M,문화누리가맹점
4907,자이언츠샵(롯데자이언츠 공식응원용품점)((주)에프에스,35.1951340,129.0609450,21,부산광역시,21060,동래구,2106058,사직1동,M,문화누리가맹점
4909,부산에서 자전거타기(주식회사 부바커),35.2020919,129.1241607,21,부산광역시,21090,해운대구,2109070,반여1동,M,문화누리가맹점
4910,교육극단 고춧가루부대,35.1846374,129.0792825,21,부산광역시,21130,연제구,2113055,연산1동,M,문화누리가맹점
4911,CGV 센텀시티(무비머니)(상품권),35.1688179,129.1295233,21,부산광역시,21090,해운대구,2109073,우1동,M,문화누리가맹점
4912,명동사진관(명동스튜디오),35.1033834,129.0037023,21,부산광역시,21100,사하구,2110051,괴정1동,M,문화누리가맹점
4913,민족문예 택견(택견부산본부전수관),35.2093510,129.0368620,21,부산광역시,21080,북구,2108059,만덕1동,M,문화누리가맹점
4914,CGV 서면(무비머니)(상품권),35.1494322,129.0639774,21,부산광역시,21050,부산진구,2105083,전포1동,M,문화누리가맹점
4915,미라클랜드 휘트니스,35.1986393,129.1310654,21,부산광역시,21090,해운대구,2109070,반여1동,M,문화누리가맹점
4916,CGV 아시아드(무비머니)(상품권),35.1912669,129.0620200,21,부산광역시,21130,연제구,2113051,거제1동,M,문화누리가맹점
4917,Studio Purefive(스튜디오 퓨어파이브),35.1589606,129.0659658,21,부산광역시,21050,부산진구,2105083,전포1동,M,문화누리가맹점
4918,스타렌트카(스타렌트카 부산지점),35.0856231,128.9824277,21,부산광역시,21100,사하구,2110061,장림2동,M,문화누리가맹점
4919,해운대문화놀이센터,35.2238039,129.1528838,21,부산광역시,21090,해운대구,2109072,반송1동,M,문화누리가맹점
4920,꽃별체험학교(꽃별체험학교 서면점),35.1537781,129.0582708,21,부산광역시,21050,부산진구,2105052,부전2동,M,문화누리가맹점
4921,인호텔(주식회사 반송),35.2327328,129.1553711,21,부산광역시,21090,해운대구,2109072,반송1동,M,문화누리가맹점
4922,영광문구,35.1588242,129.0576139,21,부산광역시,21050,부산진구,2105052,부전2동,M,문화누리가맹점
4923,북구국민체육센터,35.2318930,129.0177250,21,부산광역시,21080,북구,2108055,화명1동,M,문화누리가맹점
4924,도예공방 마루의꿈,35.2647971,129.0169812,21,부산광역시,21080,북구,2108054,금곡동,M,문화누리가맹점
4925,성문서점,35.0997305,129.0295946,21,부산광역시,21010,중구,2101057,광복동,M,문화누리가맹점
4926,엄궁스포츠센터(씨에스씨),35.1292150,128.9743630,21,부산광역시,21150,사상구,2115064,엄궁동,M,문화누리가맹점
4927,싼타페모텔,35.1616715,129.1590439,21,부산광역시,21090,해운대구,2109073,우1동,M,문화누리가맹점
4928,나락서점,35.1464768,129.0673524,21,부산광역시,21070,남구,2107066,문현1동,M,문화누리가맹점
4929,영풍문고 부산대점(이랜드리테일),35.2333798,129.0798453,21,부산광역시,21110,금정구,2111061,장전1동,M,문화누리가맹점
4930,(주)가렌트카(가렌트카(주)서구영업소),35.1114735,129.0121481,21,부산광역시,21020,서구,2102057,서대신4동,M,문화누리가맹점
4931,부산시티투어(부산관광공사),35.1143580,129.0397652,21,부산광역시,21030,동구,2103051,초량1동,M,문화누리가맹점
4932,신해운대역,35.1817450,129.1759810,21,부산광역시,21090,해운대구,2109066,좌1동,M,문화누리가맹점
4933,센텀역,35.1779630,129.1260440,21,부산광역시,21090,해운대구,2109064,재송1동,M,문화누리가맹점
4934,주식회사 센텀뉴부산관광여행사,35.1730231,129.1299025,21,부산광역시,21090,해운대구,2109073,우1동,M,문화누리가맹점
4935,iam(아이엠레지던스),35.1621379,129.1578324,21,부산광역시,21090,해운대구,2109073,우1동,M,문화누리가맹점
4936,북구국민체육센터,35.2313590,129.0175580,21,부산광역시,21080,북구,2108055,화명1동,M,문화누리가맹점
4937,명품관광,35.0621262,128.9809653,21,부산광역시,21100,사하구,2110062,다대1동,M,문화누리가맹점
4938,명지레포츠센터,35.0908468,128.8987992,21,부산광역시,21120,강서구,2112059,명지1동,M,문화누리가맹점
4939,초록배낭이야기 연제점(주식회사 교육여행),35.1888169,129.0726378,21,부산광역시,21130,연제구,2113051,거제1동,M,문화누리가맹점
4940,마을카페(동삼희망 주식회사),35.0795677,129.0701446,21,부산광역시,21040,영도구,2104065,동삼1동,M,문화누리가맹점
4941,(주)쿠도,35.1922364,129.1035906,21,부산광역시,21060,동래구,2106061,안락1동,M,문화누리가맹점
4942,부산시체육회관,35.1946583,129.0575365,21,부산광역시,21060,동래구,2106058,사직1동,M,문화누리가맹점
4943,조은소리 음반,35.1718518,128.9829357,21,부산광역시,21150,사상구,2115055,덕포1동,M,문화누리가맹점
4944,금정국민체육센터,35.2194990,129.0960171,21,부산광역시,21110,금정구,2111058,부곡2동,M,문화누리가맹점
4945,기장군국민체육센터,35.3050116,129.2429434,21,부산광역시,21310,기장군,2131031,일광면,M,문화누리가맹점
4946,기장생활체육공원,35.2436645,129.2081997,21,부산광역시,21310,기장군,2131011,기장읍,M,문화누리가맹점
4947,고투(GOTO) 서면점,35.1539490,129.0595933,21,부산광역시,21050,부산진구,2105052,부전2동,M,문화누리가맹점
4948,고투(GOTO) 주례점,35.1499622,129.0007406,21,부산광역시,21150,사상구,2115060,주례1동,M,문화누리가맹점
4949,고투(GOTO) 다대포점,35.0555620,128.9707260,21,부산광역시,21100,사하구,2110062,다대1동,M,문화누리가맹점
4950,고투(GOTO) 장림점,35.0806730,128.9708300,21,부산광역시,21100,사하구,2110061,장림2동,M,문화누리가맹점
4951,고투(GOTO) 냉정점,35.1510699,129.0133816,21,부산광역시,21150,사상구,2115060,주례1동,M,문화누리가맹점
4952,고투(GOTO) 냉정타우요가점,35.1510699,129.0133816,21,부산광역시,21150,사상구,2115060,주례1동,M,문화누리가맹점
4953,다울점프파이어 줄넘기센터(점프파이어줄넘기학원),35.2632764,129.0193198,21,부산광역시,21080,북구,2108054,금곡동,M,문화누리가맹점
4954,남구국민체육센터(부산남구시설관리사업소),35.1038048,129.1080682,21,부산광역시,21070,남구,2107057,용호1동,M,문화누리가맹점
4955,부산광역시국민체육센터,35.1173274,129.0157781,21,부산광역시,21020,서구,2102057,서대신4동,M,문화누리가맹점
4956,롯데시네마 부산본점(매점),35.1568255,129.0564313,21,부산광역시,21050,부산진구,2105052,부전2동,M,문화누리가맹점
4957,롯데시네마 사상(매점),35.1631462,128.9809858,21,부산광역시,21150,사상구,2115057,괘법동,M,문화누리가맹점
4958,롯데시네마 센텀시티(매점),35.1698533,129.1310696,21,부산광역시,21090,해운대구,2109073,우1동,M,문화누리가맹점
4959,롯데시네마 동래(매점),35.2117080,129.0774798,21,부산광역시,21060,동래구,2106055,온천1동,M,문화누리가맹점
4960,롯데시네마 서면(전포동)(매점),35.1570461,129.0630259,21,부산광역시,21050,부산진구,2105083,전포1동,M,문화누리가맹점
4961,롯데시네마 광복(매점),35.0983052,129.0367023,21,부산광역시,21010,중구,2101051,중앙동,M,문화누리가맹점
4962,롯데시네마 동부산아울렛(매점),35.1921607,129.2127177,21,부산광역시,21310,기장군,2131011,기장읍,M,문화누리가맹점
4963,롯데시네마 오투(부산대)(매점),35.2283166,129.0898020,21,부산광역시,21110,금정구,2111058,부곡2동,M,문화누리가맹점
4964,롯데시네마 대영(매점),35.0986200,129.0294639,21,부산광역시,21010,중구,2101058,남포동,M,문화누리가맹점
4965,부산한마음스포츠센터,35.1803978,129.1766873,21,부산광역시,21090,해운대구,2109066,좌1동,M,문화누리가맹점
4966,다대주민편익시설 수영장,35.0498083,128.9614125,21,부산광역시,21100,사하구,2110062,다대1동,M,문화누리가맹점
4967,CGV 대한(매점),35.1542056,129.0601349,21,부산광역시,21050,부산진구,2105052,부전2동,M,문화누리가맹점
4968,국민체육문예센터,35.1289241,129.0447756,21,부산광역시,21030,동구,2103057,수정2동,M,문화누리가맹점
4969,동구 국민체육문예센터 실내수영장,35.1289241,129.0447756,21,부산광역시,21030,동구,2103057,수정2동,M,문화누리가맹점
4970,(주)참아트리움,35.2404481,129.0137251,21,부산광역시,21080,북구,2108054,금곡동,M,문화누리가맹점
4971,엠에스페리,35.1026940,129.0419780,21,부산광역시,21010,중구,2101051,중앙동,M,문화누리가맹점
4972,배드민턴스포츠,35.2323787,129.0138866,21,부산광역시,21080,북구,2108055,화명1동,M,문화누리가맹점
4973,(주)참아트리움(주식회사 참아트리움),35.2404481,129.0137251,21,부산광역시,21080,북구,2108054,금곡동,M,문화누리가맹점
4974,하나투어 ((주) 하나트래블),35.1125820,128.9647000,21,부산광역시,21100,사하구,2110056,하단1동,M,문화누리가맹점
4975,책방너머,35.0826964,128.8754549,21,부산광역시,21120,강서구,2112056,녹산동,M,문화누리가맹점
4976,아람서점(신라대학교구내서점),35.1682792,128.9977086,21,부산광역시,21150,사상구,2115057,괘법동,M,문화누리가맹점
4977,클래스윙 스포츠센터(초량점),35.1252513,129.0447917,21,부산광역시,21030,동구,2103051,초량1동,M,문화누리가맹점
4978,동래디지털포토,35.2049840,129.0843622,21,부산광역시,21060,동래구,2106052,복산동,M,문화누리가맹점
4979,동의태권도교육관,35.1591276,129.0228272,21,부산광역시,21050,부산진구,2105074,개금1동,M,문화누리가맹점
4980,대성자전차,35.2028165,129.0731445,21,부산광역시,21060,동래구,2106055,온천1동,M,문화누리가맹점
4981,효림태권도,35.0794674,128.9706377,21,부산광역시,21100,사하구,2110061,장림2동,M,문화누리가맹점
4982,용호태권도(용호체육관),35.1145951,129.1145674,21,부산광역시,21070,남구,2107057,용호1동,M,문화누리가맹점
4983,다한태권도(다한태권도장),35.1084918,129.0172714,21,부산광역시,21020,서구,2102054,서대신1동,M,문화누리가맹점
4984,천일태권도(천일체육관),35.1808437,129.0875687,21,부산광역시,21130,연제구,2113055,연산1동,M,문화누리가맹점
4985,용인대백운태권도,35.0603710,128.9738926,21,부산광역시,21100,사하구,2110062,다대1동,M,문화누리가맹점
4986,쌍용체육관,35.0835609,129.0173614,21,부산광역시,21020,서구,2102065,남부민1동,M,문화누리가맹점
4987,새화랑태권도장(새화랑체육관),35.1746934,129.0919636,21,부산광역시,21130,연제구,2113055,연산1동,M,문화누리가맹점
4988,박진태권도장,35.2707628,129.0894567,21,부산광역시,21110,금정구,2111068,남산동,M,문화누리가맹점
4989,태성MBA태권도(태성체육관),35.0604072,128.9798543,21,부산광역시,21100,사하구,2110062,다대1동,M,문화누리가맹점
4990,스타당구클럽,35.0696798,129.0796790,21,부산광역시,21040,영도구,2104065,동삼1동,M,문화누리가맹점
4991,대한태권도(대한체육관),35.1048979,129.0296795,21,부산광역시,21010,중구,2101053,대청동,M,문화누리가맹점
4992,25시모텔(모텔25시),35.2114616,129.0119934,21,부산광역시,21080,북구,2108056,덕천1동,M,문화누리가맹점
4993,돌실나이 부산점,35.0998830,129.0310346,21,부산광역시,21010,중구,2101057,광복동,M,문화누리가맹점
4994,캥거루태권도,35.2141904,129.0315750,21,부산광역시,21080,북구,2108059,만덕1동,M,문화누리가맹점
5014,호산나기독서점,35.1874838,129.0815748,21,부산광역시,21130,연제구,2113055,연산1동,M,문화누리가맹점
5018,북컬쳐(국제신도시서점),35.0981933,128.9218272,21,부산광역시,21120,강서구,2112059,명지1동,M,문화누리가맹점
5020,(재)영화의전당(문화비),35.1710818,129.1271252,21,부산광역시,21090,해운대구,2109073,우1동,M,문화누리가맹점
1227,명품면가,35.2489665,129.2166618,21,부산광역시,21310,기장군,2131011,기장읍,B,급식카드가맹점
1228,명품중화반점,35.2400081,129.2130419,21,부산광역시,21310,기장군,2131011,기장읍,B,급식카드가맹점
1229,모닝마트,35.3102428,129.2412201,21,부산광역시,21310,기장군,2131012,장안읍,B,급식카드가맹점
1230,모라성,35.1831288,129.0003754,21,부산광역시,21150,사상구,2115052,모라1동,B,급식카드가맹점
1231,모리하루,35.1362196,129.0902252,21,부산광역시,21070,남구,2107070,대연1동,B,급식카드가맹점
1232,모리향,35.1780081,129.0808175,21,부산광역시,21130,연제구,2113055,연산1동,B,급식카드가맹점
1233,모모네김밥,35.1708313,129.0276422,21,부산광역시,21050,부산진구,2105080,당감제1동,B,급식카드가맹점
1234,모모돈까스,35.1511881,129.0353017,21,부산광역시,21050,부산진구,2105081,가야제1동,B,급식카드가맹점
1235,모모스테이크,35.1261416,129.1089232,21,부산광역시,21070,남구,2107057,용호1동,B,급식카드가맹점
1236,모모스테이크 다대점,35.0618729,128.9835274,21,부산광역시,21100,사하구,2110062,다대1동,B,급식카드가맹점
1237,모모야코,35.1567433,129.1147349,21,부산광역시,21140,수영구,2114056,광안1동,B,급식카드가맹점
1238,목화(시원토스트),35.2302171,129.1566805,21,부산광역시,21090,해운대구,2109072,반송1동,B,급식카드가맹점
1239,목화관,35.1056891,128.9744521,21,부산광역시,21100,사하구,2110055,당리동,B,급식카드가맹점
1240,몰랭이갈비,35.2174561,129.1031929,21,부산광역시,21110,금정구,2111051,서1동,B,급식카드가맹점
1241,몽쉐리,35.2560568,129.0905126,21,부산광역시,21110,금정구,2111069,구서1동,B,급식카드가맹점
1242,무지개반점,35.1461817,129.0052028,21,부산광역시,21150,사상구,2115060,주례1동,B,급식카드가맹점
1243,무진돼지국밥,35.1084279,128.9312131,21,부산광역시,21120,강서구,2112059,명지1동,B,급식카드가맹점
1244,무한사랑 김치찌개,35.1136094,129.0386074,21,부산광역시,21030,동구,2103051,초량1동,B,급식카드가맹점
1245,문명숙한우곰탕,35.1280894,129.0445596,21,부산광역시,21030,동구,2103057,수정2동,B,급식카드가맹점
1246,문영분식,35.1750568,129.0929799,21,부산광역시,21130,연제구,2113055,연산1동,B,급식카드가맹점
1247,문토스트,35.1809131,129.2043749,21,부산광역시,21090,해운대구,2109056,송정동,B,급식카드가맹점
1248,문토스트 남천점,35.1466853,129.1130352,21,부산광역시,21140,수영구,2114051,남천1동,B,급식카드가맹점
1250,문화반점,35.1150856,129.0159078,21,부산광역시,21020,서구,2102053,동대신3동,B,급식카드가맹점
